session_id,item_id,rank
26270,27893,49
26270,27887,50
26270,21609,51
26270,1917,52
26270,27847,53
26270,17511,54
26270,27826,55
26270,17489,56
26270,1965,57
26270,27822,58
26270,17486,59
26270,17455,60
26270,27800,61
26270,6780,62
26270,6818,63
26270,6835,64
26270,6853,65
26270,6858,66
26270,7274,67
26270,16853,68
26270,22215,69
26270,22131,70
26270,7867,71
26270,26796,72
26270,26742,73
26270,1565,74
26270,26735,75
26270,7906,76
26270,26662,77
26270,1545,78
26270,7925,79
26270,16178,80
26270,22096,81
26270,16141,82
26270,16092,83
26270,26639,84
26270,1483,85
26270,16374,86
26270,8139,87
26270,16045,88
26270,8178,89
26270,1464,90
26270,22166,91
26270,8194,92
26270,8228,93
26270,26513,94
26270,8259,95
26270,15980,96
26270,8299,97
26270,8310,98
26270,26499,99
26270,20996,100
26421,20251,1
26421,10671,2
26421,10675,3
26421,10680,4
26421,20437,5
26421,27465,6
26421,15410,7
26421,10686,8
26421,15389,9
26421,20452,10
26421,22166,11
26421,27460,12
26421,2360,13
26421,23471,14
26421,15298,15
26421,15252,16
26421,20504,17
26421,27485,18
26421,15493,19
26421,1557,20
26421,22178,21
26421,10532,22
26421,24379,23
26421,10535,24
26421,5427,25
26421,20339,26
26421,10546,27
26421,24370,28
26421,2222,29
26421,5392,30
26421,2238,31
26421,10632,32
26421,10641,33
26421,15535,34
26421,10662,35
26421,15521,36
26421,15238,37
26421,26499,38
26421,27431,39
26421,2430,40
26421,24239,41
26421,5208,42
26421,24220,43
26421,20658,44
26421,14938,45
26421,14917,46
26421,23523,47
26421,22095,48
26421,2632,49
26421,25200,50
26421,24202,51
26421,11171,52
26421,2693,53
26421,2694,54
26421,22050,55
26421,24241,56
26421,5226,57
26421,2543,58
26421,15118,59
26421,2434,60
26421,15188,61
26421,22131,62
26421,15157,63
26421,15134,64
26421,2487,65
26421,10856,66
26421,10959,67
26421,22117,68
26421,22111,69
26421,2521,70
26421,27377,71
26421,2532,72
26421,25184,73
26421,22247,74
26421,10503,75
26421,2125,76
26421,16045,77
26421,22474,78
26421,16186,79
26421,20035,80
26421,9796,81
26421,20144,82
26421,16120,83
26421,24485,84
26421,9941,85
26421,16094,86
26421,1723,87
26421,16086,88
26421,27672,89
26421,5722,90
26421,10041,91
26421,1763,92
26421,9739,93
26421,22482,94
26421,9710,95
26421,16312,96
26421,16405,97
26421,16398,98
26421,19948,99
26421,9634,100
33033,10959,1
33033,14857,2
33033,4937,3
33033,4940,4
33033,14723,5
33033,17142,6
33033,20441,7
33033,22931,8
33033,22926,9
33033,14785,10
33033,26002,11
33033,17231,12
33033,22897,13
33033,17046,14
33033,9457,15
33033,20504,16
33033,16993,17
33033,21735,18
33033,25975,19
33033,20533,20
33033,17222,21
33033,9411,22
33033,16904,23
33033,14580,24
33033,17545,25
33033,14490,26
33033,20224,27
33033,20237,28
33033,4905,29
33033,14539,30
33033,26075,31
33033,14568,32
33033,14606,33
33033,17292,34
33033,21904,35
33033,14612,36
33033,17477,37
33033,14667,38
33033,20316,39
33033,17437,40
33033,14697,41
33033,17318,42
33033,22732,43
33033,16893,44
33033,21961,45
33033,16413,46
33033,22655,47
33033,16533,48
33033,22651,49
33033,9534,50
33033,16454,51
33033,15399,52
33033,20865,53
33033,16440,54
33033,21555,55
33033,25913,56
33033,22641,57
33033,21540,58
33033,5077,59
33033,16398,60
33033,21528,61
33033,21519,62
33033,22594,63
33033,22583,64
33033,25904,65
33033,16600,66
33033,21695,67
33033,16784,68
33033,20554,69
33033,22726,70
33033,16840,71
33033,21682,72
33033,15152,73
33033,16800,74
33033,15195,75
33033,16790,76
33033,15207,77
33033,21599,78
33033,16776,79
33033,16771,80
33033,20685,81
33033,15252,82
33033,20696,83
33033,21609,84
33033,16610,85
33033,21601,86
33033,21959,87
33033,9292,88
33033,19683,89
33033,19897,90
33033,19815,91
33033,22405,92
33033,22396,93
33033,9115,94
33033,22384,95
33033,18143,96
33033,13667,97
33033,18102,98
33033,23167,99
33033,4807,100
38541,25190,1
38541,2638,2
38541,14282,3
38541,14261,4
38541,14192,5
38541,14167,6
38541,14130,7
38541,14105,8
38541,13972,9
38541,2640,10
38541,2694,11
38541,13943,12
38541,13916,13
38541,13892,14
38541,13871,15
38541,13805,16
38541,13754,17
38541,13749,18
38541,14286,19
38541,14288,20
38541,14343,21
38541,14344,22
38541,14697,23
38541,2417,24
38541,14580,25
38541,14539,26
38541,2429,27
38541,14518,28
38541,14488,29
38541,14463,30
38541,14460,31
38541,14457,32
38541,14447,33
38541,14443,34
38541,14403,35
38541,2497,36
38541,14346,37
38541,13728,38
38541,13627,39
38541,17983,40
38541,3049,41
38541,12593,42
38541,12567,43
38541,12498,44
38541,12397,45
38541,11957,46
38541,11933,47
38541,11871,48
38541,11780,49
38541,13550,50
38541,11712,51
38541,11642,52
38541,11605,53
38541,11541,54
38541,11528,55
38541,11507,56
38541,11479,57
38541,12641,58
38541,12754,59
38541,2919,60
38541,12922,61
38541,13541,62
38541,13408,63
38541,13385,64
38541,13379,65
38541,13376,66
38541,13373,67
38541,13360,68
38541,13304,69
38541,13287,70
38541,13173,71
38541,13160,72
38541,13001,73
38541,2835,74
38541,12955,75
38541,12942,76
38541,14723,77
38541,2377,78
38541,2373,79
38541,16694,80
38541,16981,81
38541,16936,82
38541,16904,83
38541,16886,84
38541,16882,85
38541,16800,86
38541,16718,87
38541,1816,88
38541,2360,89
38541,16610,90
38541,16450,91
38541,16440,92
38541,16374,93
38541,1865,94
38541,1883,95
38541,16206,96
38541,17025,97
38541,17033,98
38541,1723,99
38541,17065,100
39585,27603,1
39585,2717,2
39585,14192,3
39585,7420,4
39585,21289,5
39585,2677,6
39585,17890,7
39585,14261,8
39585,7368,9
39585,17883,10
39585,26555,11
39585,17750,12
39585,14321,13
39585,2759,14
39585,17802,15
39585,14335,16
39585,2783,17
39585,7256,18
39585,21315,19
39585,7248,20
39585,14167,21
39585,14161,22
39585,21260,23
39585,23173,24
39585,26413,25
39585,2515,26
39585,2520,27
39585,21225,28
39585,21234,29
39585,7541,30
39585,7534,31
39585,14127,32
39585,17983,33
39585,7525,34
39585,21251,35
39585,14130,36
39585,23182,37
39585,17950,38
39585,26431,39
39585,2621,40
39585,2632,41
39585,14343,42
39585,7244,43
39585,1735,44
39585,21459,45
39585,7053,46
39585,26735,47
39585,21449,48
39585,14651,49
39585,14667,50
39585,26742,51
39585,3058,52
39585,21456,53
39585,6984,54
39585,23098,55
39585,21460,56
39585,6916,57
39585,21467,58
39585,6877,59
39585,22986,60
39585,6873,61
39585,6835,62
39585,26796,63
39585,3016,64
39585,14580,65
39585,7068,66
39585,14505,67
39585,14346,68
39585,2835,69
39585,17722,70
39585,21390,71
39585,17692,72
39585,17685,73
39585,14395,74
39585,17680,75
39585,7204,76
39585,14403,77
39585,14412,78
39585,14441,79
39585,7171,80
39585,23080,81
39585,7157,82
39585,2937,83
39585,14488,84
39585,18084,85
39585,7581,86
39585,2497,87
39585,23523,88
39585,1883,89
39585,23568,90
39585,26137,91
39585,8259,92
39585,18601,93
39585,8250,94
39585,8228,95
39585,1959,96
39585,18577,97
39585,18086,98
39585,1968,99
39585,13541,100
42745,10381,1
42745,23835,2
42745,23602,3
42745,23643,4
42745,23745,5
42745,23757,6
42745,23769,7
42745,7408,8
42745,23883,9
42745,7583,10
42745,23910,11
42745,23954,12
42745,23964,13
42745,24004,14
42745,7321,15
42745,24058,16
42745,1826,17
42745,23568,18
42745,23523,19
42745,23504,20
42745,1813,21
42745,23490,22
42745,7468,23
42745,23442,24
42745,7489,25
42745,23435,26
42745,23262,27
42745,23218,28
42745,23081,29
42745,23080,30
42745,23002,31
42745,22926,32
42745,22849,33
42745,24101,34
42745,24129,35
42745,1935,36
42745,24564,37
42745,25115,38
42745,25103,39
42745,7095,40
42745,24935,41
42745,24914,42
42745,24913,43
42745,24895,44
42745,24880,45
42745,2071,46
42745,24864,47
42745,24843,48
42745,7204,49
42745,24574,50
42745,7212,51
42745,2032,52
42745,24173,53
42745,24537,54
42745,24485,55
42745,24411,56
42745,24342,57
42745,24241,58
42745,7248,59
42745,1978,60
42745,7254,61
42745,1968,62
42745,1965,63
42745,1964,64
42745,24220,65
42745,24215,66
42745,24197,67
42745,22838,68
42745,7586,69
42745,1409,70
42745,7867,71
42745,21390,72
42745,21396,73
42745,1545,74
42745,1557,75
42745,21444,76
42745,21448,77
42745,21459,78
42745,22746,79
42745,21467,80
42745,21540,81
42745,21555,82
42745,21567,83
42745,21606,84
42745,21682,85
42745,1527,86
42745,21356,87
42745,21315,88
42745,1498,89
42745,7925,90
42745,1483,91
42745,21289,92
42745,7934,93
42745,21097,94
42745,7954,95
42745,21095,96
42745,7958,97
42745,21054,98
42745,7971,99
42745,20986,100
48875,25035,1
48875,2429,2
48875,2373,3
48875,7171,4
48875,2390,5
48875,2411,6
48875,2417,7
48875,2418,8
48875,17323,9
48875,2430,10
48875,24432,11
48875,2434,12
48875,17486,13
48875,17511,14
48875,24241,15
48875,2497,16
48875,17659,17
48875,2515,18
48875,17092,19
48875,24438,20
48875,26013,21
48875,16840,22
48875,16771,23
48875,2210,24
48875,24813,25
48875,16776,26
48875,16784,27
48875,16800,28
48875,16823,29
48875,16853,30
48875,24457,31
48875,16882,32
48875,16893,33
48875,16904,34
48875,16907,35
48875,16936,36
48875,16981,37
48875,17065,38
48875,6916,39
48875,17666,40
48875,24197,41
48875,6564,42
48875,6641,43
48875,2693,44
48875,17983,45
48875,18041,46
48875,18049,47
48875,2717,48
48875,23954,49
48875,18179,50
48875,24192,51
48875,2759,52
48875,23889,53
48875,18213,54
48875,23887,55
48875,6484,56
48875,18279,57
48875,6470,58
48875,2677,59
48875,17945,60
48875,2671,61
48875,17944,62
48875,6877,63
48875,6873,64
48875,17722,65
48875,2569,66
48875,24129,67
48875,24123,68
48875,24101,69
48875,6818,70
48875,6816,71
48875,6791,72
48875,24076,73
48875,2621,74
48875,17890,75
48875,17923,76
48875,17939,77
48875,7445,78
48875,16694,79
48875,16610,80
48875,15884,81
48875,8150,82
48875,15802,83
48875,15832,84
48875,25510,85
48875,8070,86
48875,8053,87
48875,1763,88
48875,15886,89
48875,16092,90
48875,25408,91
48875,15953,92
48875,15980,93
48875,25353,94
48875,16031,95
48875,7958,96
48875,16083,97
48875,8186,98
48875,25643,99
48875,8194,100
54112,18123,1
54112,7733,2
54112,12347,3
54112,2125,4
54112,19989,5
54112,5403,6
54112,5427,7
54112,25383,8
54112,24714,9
54112,19086,10
54112,7925,11
54112,19948,12
54112,23640,13
54112,19320,14
54112,23258,15
54112,23253,16
54112,4325,17
54112,23244,18
54112,23240,19
54112,18366,20
54112,12202,21
54112,4101,22
54112,7906,23
54112,23626,24
54112,4134,25
54112,23486,26
54112,18975,27
54112,23471,28
54112,7710,29
54112,23457,30
54112,16339,31
54112,20054,32
54112,7717,33
54112,7718,34
54112,19020,35
54112,19346,36
54112,20040,37
54112,17685,38
54112,12364,39
54112,25408,40
54112,17690,41
54112,11541,42
54112,11528,43
54112,4054,44
54112,23173,45
54112,4152,46
54112,4042,47
54112,17767,48
54112,12019,49
54112,5559,50
54112,18973,51
54112,19340,52
54112,12001,53
54112,19360,54
54112,23002,55
54112,2195,56
54112,3926,57
54112,18562,58
54112,22921,59
54112,22920,60
54112,17806,61
54112,4261,62
54112,23835,63
54112,23859,64
54112,11912,65
54112,5653,66
54112,25316,67
54112,27465,68
54112,16493,69
54112,4042,70
54112,11479,71
54112,22384,72
54112,19181,73
54112,11560,74
54112,4046,75
54112,2210,76
54112,4314,77
54112,18419,78
54112,7771,79
54112,12053,80
54112,23120,81
54112,11550,82
54112,16466,83
54112,23103,84
54112,22276,85
54112,23757,86
54112,22289,87
54112,14463,88
54112,12384,89
54112,16319,90
54112,24220,91
54112,19086,92
54112,5077,93
54112,5083,94
54112,5094,95
54112,27531,96
54112,20254,97
54112,19444,98
54112,7867,99
54112,23950,100
63858,14938,1
63858,3835,2
63858,15127,3
63858,3659,4
63858,15118,5
63858,15075,6
63858,3722,7
63858,15073,8
63858,3733,9
63858,24880,10
63858,3755,11
63858,24902,12
63858,24843,13
63858,14723,14
63858,14722,15
63858,25096,16
63858,14667,17
63858,25115,18
63858,14606,19
63858,4042,20
63858,25154,21
63858,4051,22
63858,3656,23
63858,15157,24
63858,13360,25
63858,24616,26
63858,24484,27
63858,15631,28
63858,15629,29
63858,15610,30
63858,15581,31
63858,24518,32
63858,15521,33
63858,15516,34
63858,24574,35
63858,15493,36
63858,15188,37
63858,24639,38
63858,24714,39
63858,15410,40
63858,15399,41
63858,3606,42
63858,24787,43
63858,24813,44
63858,15216,45
63858,15207,46
63858,4058,47
63858,14463,48
63858,25184,49
63858,25736,50
63858,4377,51
63858,4392,52
63858,4447,53
63858,13943,54
63858,25489,55
63858,13878,56
63858,13871,57
63858,25521,58
63858,4514,59
63858,4591,60
63858,14441,61
63858,13618,62
63858,13541,63
63858,25914,64
63858,13452,65
63858,13447,66
63858,25940,67
63858,13411,68
63858,13380,69
63858,25967,70
63858,25407,71
63858,4365,72
63858,4359,73
63858,25398,74
63858,14395,75
63858,25235,76
63858,25253,77
63858,4134,78
63858,25298,79
63858,14286,80
63858,14272,81
63858,4176,82
63858,14261,83
63858,14236,84
63858,14214,85
63858,25322,86
63858,14161,87
63858,14130,88
63858,4250,89
63858,14129,90
63858,14117,91
63858,14105,92
63858,14061,93
63858,15661,94
63858,15697,95
63858,15700,96
63858,23504,97
63858,2356,98
63858,2360,99
63858,17260,100
71121,26884,1
71121,3650,2
71121,3574,3
71121,16139,4
71121,16120,5
71121,3606,6
71121,16094,7
71121,16092,8
71121,16061,9
71121,16040,10
71121,16009,11
71121,3651,12
71121,16189,13
71121,7517,14
71121,15980,15
71121,3656,16
71121,15925,17
71121,15884,18
71121,15867,19
71121,15832,20
71121,3722,21
71121,15697,22
71121,16178,23
71121,16312,24
71121,15610,25
71121,16727,26
71121,16886,27
71121,3281,28
71121,3292,29
71121,16853,30
71121,16840,31
71121,16790,32
71121,16784,33
71121,16776,34
71121,3347,35
71121,16694,36
71121,16339,37
71121,16610,38
71121,3397,39
71121,16598,40
71121,16533,41
71121,16493,42
71121,16466,43
71121,16440,44
71121,16412,45
71121,16340,46
71121,15631,47
71121,3818,48
71121,16904,49
71121,14286,50
71121,4309,51
71121,4311,52
71121,4314,53
71121,14395,54
71121,4359,55
71121,4377,56
71121,14339,57
71121,4392,58
71121,14335,59
71121,4445,60
71121,14443,61
71121,4465,62
71121,14261,63
71121,4476,64
71121,14239,65
71121,14117,66
71121,4529,67
71121,14074,68
71121,4548,69
71121,13916,70
71121,14441,71
71121,14447,72
71121,3836,73
71121,15008,74
71121,15410,75
71121,15306,76
71121,15246,77
71121,15238,78
71121,15206,79
71121,15195,80
71121,15160,81
71121,15152,82
71121,15118,83
71121,4042,84
71121,14596,85
71121,4051,86
71121,14917,87
71121,14816,88
71121,4092,89
71121,14771,90
71121,4154,91
71121,14748,92
71121,4173,93
71121,14667,94
71121,16893,95
71121,16958,96
71121,13871,97
71121,19050,98
71121,19360,99
71121,2360,100
71741,9276,1
71741,23850,2
71741,24248,3
71741,24239,4
71741,1865,5
71741,7250,6
71741,24202,7
71741,7254,8
71741,24197,9
71741,24101,10
71741,24053,11
71741,23981,12
71741,23964,13
71741,1826,14
71741,7289,15
71741,23889,16
71741,23802,17
71741,24303,18
71741,23769,19
71741,23761,20
71741,23626,21
71741,23602,22
71741,23599,23
71741,23568,24
71741,23533,25
71741,23523,26
71741,23486,27
71741,23471,28
71741,23440,29
71741,23435,30
71741,23354,31
71741,23260,32
71741,1883,33
71741,24439,34
71741,23173,35
71741,2017,36
71741,25787,37
71741,25643,38
71741,25622,39
71741,2075,40
71741,25483,41
71741,25478,42
71741,25407,43
71741,25322,44
71741,25316,45
71741,25235,46
71741,2046,47
71741,25200,48
71741,25137,49
71741,25102,50
71741,25096,51
71741,24518,52
71741,25083,53
71741,25037,54
71741,1978,55
71741,7212,56
71741,1968,57
71741,25004,58
71741,1964,59
71741,24945,60
71741,1959,61
71741,24935,62
71741,24792,63
71741,1935,64
71741,24785,65
71741,24639,66
71741,23244,67
71741,23098,68
71741,25904,69
71741,20685,70
71741,21456,71
71741,21448,72
71741,21315,73
71741,1566,74
71741,21286,75
71741,21260,76
71741,21209,77
71741,21160,78
71741,1543,79
71741,21048,80
71741,1527,81
71741,20986,82
71741,20907,83
71741,20905,84
71741,20511,85
71741,7581,86
71741,7648,87
71741,20504,88
71741,20491,89
71741,20453,90
71741,20452,91
71741,20437,92
71741,20339,93
71741,20320,94
71741,20316,95
71741,7717,96
71741,1413,97
71741,20308,98
71741,20194,99
71741,20165,100
74906,12727,1
74906,27826,2
74906,1813,3
74906,27801,4
74906,27800,5
74906,27771,6
74906,27748,7
74906,27677,8
74906,27615,9
74906,27603,10
74906,27564,11
74906,27547,12
74906,27479,13
74906,27460,14
74906,27444,15
74906,27402,16
74906,27265,17
74906,27173,18
74906,27089,19
74906,10463,20
74906,27043,21
74906,10467,22
74906,26976,23
74906,10471,24
74906,26856,25
74906,26644,26
74906,10475,27
74906,26535,28
74906,26526,29
74906,26513,30
74906,26487,31
74906,27819,32
74906,27927,33
74906,23643,34
74906,1826,35
74906,2489,36
74906,9719,37
74906,9729,38
74906,9734,39
74906,9796,40
74906,2418,41
74906,2417,42
74906,2356,43
74906,9891,44
74906,9915,45
74906,2222,46
74906,9989,47
74906,10004,48
74906,10080,49
74906,2103,50
74906,10130,51
74906,2046,52
74906,2032,53
74906,10229,54
74906,1959,55
74906,10278,56
74906,28131,57
74906,10324,58
74906,28078,59
74906,1840,60
74906,28073,61
74906,28033,62
74906,27952,63
74906,27932,64
74906,10496,65
74906,26397,66
74906,26345,67
74906,26253,68
74906,1527,69
74906,10671,70
74906,25190,71
74906,25184,72
74906,1483,73
74906,25133,74
74906,25037,75
74906,25035,76
74906,24913,77
74906,24864,78
74906,24639,79
74906,24457,80
74906,24342,81
74906,24320,82
74906,1422,83
74906,1413,84
74906,24241,85
74906,24239,86
74906,1407,87
74906,24118,88
74906,24101,89
74906,23989,90
74906,23981,91
74906,23966,92
74906,23964,93
74906,23950,94
74906,23889,95
74906,23887,96
74906,23835,97
74906,25194,98
74906,25195,99
74906,1545,100
77246,3422,1
77246,25547,2
77246,16886,3
77246,25353,4
77246,14214,5
77246,16981,6
77246,3663,7
77246,9494,8
77246,3669,9
77246,3679,10
77246,25359,11
77246,3701,12
77246,17033,13
77246,14167,14
77246,3719,15
77246,3720,16
77246,14161,17
77246,3729,18
77246,17057,19
77246,3754,20
77246,25483,21
77246,3638,22
77246,25277,23
77246,25253,24
77246,9634,25
77246,9796,26
77246,24913,27
77246,25102,28
77246,14335,29
77246,16771,30
77246,3397,31
77246,25137,32
77246,16790,33
77246,9627,34
77246,3574,35
77246,9616,36
77246,14304,37
77246,3453,38
77246,16823,39
77246,25184,40
77246,3529,41
77246,16860,42
77246,14272,43
77246,17092,44
77246,25576,45
77246,24845,46
77246,3850,47
77246,26013,48
77246,20543,49
77246,9206,50
77246,4200,51
77246,26155,52
77246,4255,53
77246,17416,54
77246,4293,55
77246,17477,56
77246,4309,57
77246,4311,58
77246,13973,59
77246,26345,60
77246,4365,61
77246,13943,62
77246,4447,63
77246,8946,64
77246,17534,65
77246,4476,66
77246,4152,67
77246,4138,68
77246,26002,69
77246,9384,70
77246,9411,71
77246,25598,72
77246,25622,73
77246,3926,74
77246,14129,75
77246,14127,76
77246,9386,77
77246,3941,78
77246,25643,79
77246,9276,80
77246,17206,81
77246,9355,82
77246,9331,83
77246,17246,84
77246,9292,85
77246,4046,86
77246,25888,87
77246,4065,88
77246,3278,89
77246,24843,90
77246,17545,91
77246,23989,92
77246,10532,93
77246,16094,94
77246,16120,95
77246,2222,96
77246,23629,97
77246,10493,98
77246,2315,99
77246,23769,100
81651,26268,1
81651,2373,2
81651,5631,3
81651,23743,4
81651,23769,5
81651,23775,6
81651,8681,7
81651,2356,8
81651,23883,9
81651,13845,10
81651,24004,11
81651,8696,12
81651,23964,13
81651,11089,14
81651,16141,15
81651,23986,16
81651,11050,17
81651,23989,18
81651,23640,19
81651,23626,20
81651,2315,21
81651,5652,22
81651,5730,23
81651,13818,24
81651,5711,25
81651,23435,26
81651,13820,27
81651,23457,28
81651,2210,29
81651,2213,30
81651,2222,31
81651,23486,32
81651,5674,33
81651,8633,34
81651,2256,35
81651,5658,36
81651,23599,37
81651,8713,38
81651,2429,39
81651,22289,40
81651,2677,41
81651,8829,42
81651,2621,43
81651,8838,44
81651,14539,45
81651,10829,46
81651,2671,47
81651,24633,48
81651,24656,49
81651,18860,50
81651,8881,51
81651,19302,52
81651,8896,53
81651,13046,54
81651,13215,55
81651,17371,56
81651,2743,57
81651,24439,58
81651,13892,59
81651,24438,60
81651,10874,61
81651,2434,62
81651,5559,63
81651,24007,64
81651,10994,65
81651,10956,66
81651,2497,67
81651,24129,68
81651,17456,69
81651,24215,70
81651,17416,71
81651,2521,72
81651,2523,73
81651,24241,74
81651,24320,75
81651,14580,76
81651,11303,77
81651,2151,78
81651,13805,79
81651,8467,80
81651,15852,81
81651,13754,82
81651,8449,83
81651,8455,84
81651,8459,85
81651,1763,86
81651,22641,87
81651,11541,88
81651,2123,89
81651,22739,90
81651,22746,91
81651,1813,92
81651,1816,93
81651,13006,94
81651,19340,95
81651,8475,96
81651,1723,97
81651,22576,98
81651,1718,99
81651,11605,100
87473,24287,1
87473,27801,2
87473,18993,3
87473,19016,4
87473,19020,5
87473,4490,6
87473,27867,7
87473,19040,8
87473,10162,9
87473,19086,10
87473,4534,11
87473,27826,12
87473,10080,13
87473,27927,14
87473,10043,15
87473,10041,16
87473,27738,17
87473,27704,18
87473,9989,19
87473,27615,20
87473,27603,21
87473,4662,22
87473,19360,23
87473,19441,24
87473,4430,25
87473,18942,26
87473,4697,27
87473,4176,28
87473,10467,29
87473,4042,30
87473,18601,31
87473,4046,32
87473,4058,33
87473,18630,34
87473,18665,35
87473,18666,36
87473,4134,37
87473,18684,38
87473,10339,39
87473,10258,40
87473,10338,41
87473,4230,42
87473,18798,43
87473,18820,44
87473,18832,45
87473,18860,46
87473,28070,47
